question_id,question,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,answer_index,cot_content,category,dialect
8097,"एक ठोस का आधार x^2 = 4y और रेखा y = 2 से परिबद्ध क्षेत्र है, और y-अक्ष के लंबवत प्रत्येक समतल काट एक वर्ग है। ठोस का आयतन है",8,32,36,28,48,44,16,40,24,20,1,,math,hi
8107,"मान लीजिए $p$, $q$, और $r$ स्थिरांक हैं। समीकरण $(x-p)(x-q) = (r-p)(r-q)$ का एक हल $x=r$ है। $p$, $q$, और $r$ के पदों में दूसरा हल ज्ञात कीजिए।",r-p-q,p+q-r,p-q-r,pq-r,(p+q)/r,pqr,p*q/r,p*r/q,q*r/p,(p*q)/r,1,,math,hi
8114,"1000 लोगों के एक समूह में, कम से कम कितने लोगों का जन्मदिन एक ही दिन होना चाहिए?",कम से कम 50 लोग,कम से कम 23 लोग,कम से कम 100 लोग,20,कम से कम 5 लोग,10,कम से कम 367 लोग,2,कम से कम 1 लोग,3,9,,math,hi
8165,"प्रतिगमन रेखा के लिए, अवशेषों के बारे में निम्नलिखित में से कौन सा कथन सत्य है?",अवशेषों का योग हमेशा एक होता है।,"यदि सहसंबंध 0 है, तो अवशेष प्लॉट में एक विशिष्ट पैटर्न होगा।","अवशेष जितने बड़े होंगे, रैखिक मॉडल उतना बेहतर होगा।",अवशेष हमेशा ऋणात्मक होते हैं।,"यदि सहसंबंध 1 है, तो अवशेष प्लॉट में एक विशिष्ट पैटर्न होगा।",अवशेष प्लॉट हमेशा एक सीधी रेखा होगी।,प्रभावशाली स्कोर में बड़े अवशेष होते हैं।,अवशेषों का माध्य हमेशा शून्य होता है।,"यदि रैखिक मॉडल अच्छा है, तो धनात्मक अवशेषों की संख्या ऋणात्मक अवशेषों की संख्या के बराबर होगी।",अवशेष कभी भी शून्य नहीं हो सकते।,7,,math,hi
8170,4/7 + 2/7 ज्ञात करें।,2/7,6/7,14/28,6/14,1/2,8/14,7/14,10/7,8/49,4/14,1,,math,hi
8182,सटीक उत्तर ज्ञात करें: 365 + 56,320,330,400,421,300,311,410,315,309,405,3,,math,hi
8187,"कथन 1 | f : X → Y सतत है और X संहत है। f को एक समान सतत होना चाहिए। कथन 2 | यदि f(x), g(x) : R → R सर्वत्र अवकलनीय हैं तो f(g(x)) को सर्वत्र अवकलनीय होना चाहिए।","लागू नहीं, लागू नहीं","सत्य, असत्य","दोनों कथन लागू होते हैं, लेकिन निश्चित रूप से सत्य या असत्य के रूप में वर्गीकृत नहीं किया जा सकता","असत्य, लागू नहीं","असत्य, सत्य","सत्य, लागू नहीं","असत्य, असत्य","लागू नहीं, सत्य","लागू नहीं, असत्य","सत्य, सत्य",9,,math,hi
8213,"उस त्रिभुज का क्षेत्रफल ज्ञात कीजिए जिसकी शीर्षलंब की लंबाई 10, 12 और 15 है।",56\sqrt{15},60\sqrt{7},240\sqrt{7}/7,48\sqrt{15},120\sqrt{15},180\sqrt{7}/7,60\sqrt{7}/7,48\sqrt{7},100\sqrt{7},240\sqrt{7},2,,math,hi
8217,9 लोगों के एक समूह को 3-3 लोगों की 3 समितियों में बांटा जाता है। समितियां सदस्यों के अलावा समान हैं। यह कितने तरीकों से किया जा सकता है?,504,210,126,300,360,168,280,240,420,320,6,,math,hi
8220,3 गुणा 3 शतरंज बोर्ड पर राजा की यादृच्छिक चाल से जुड़ी मार्कोव श्रृंखला की एन्ट्रॉपी दर ज्ञात करें। आधार 2 लघुगणक का प्रयोग करें और एन्ट्रॉपी दर बिट्स में दें।,2.70,2.45,3.21,2.00,2.98,1.75,3.00,1.50,2.24,1.95,8,,math,hi
8231,"वास्तविक संख्याओं a, b और c के मान ज्ञात कीजिए जो फलन $x^2 + ay^2 + y + i(bxy + cx)$ को सम्मिश्र चर $x+iy$ का एक विश्लेषी फलन बनाते हैं? अपना उत्तर एक सूची [a, b, c] के रूप में दीजिए।","[2, 2, 2]","[-1, 2, -1]","[1, 1, 1]","[-1, -2, 1]","[0, 0, 0]","[1, -2, 1]","[-2, -1, 2]","[-2, 1, -1]","[2, 1, -2]","[2, -1, 2]",1,,math,hi
8263,"दिए गए क्षेत्र विस्तार Q(sqrt(2), sqrt(3), sqrt(18)) की Q पर डिग्री ज्ञात कीजिए।",3,10,0,12,5,8,4,1,6,2,6,,math,hi
8306,"एक्स वाई जेड कंपनी के शेयर का मूल्य सप्ताह की शुरुआत में $24.75 था। अगले पांच दिनों में, सोमवार को शेयर में $2.50 की वृद्धि हुई, मंगलवार को $3.25 की गिरावट आई, बुधवार को $0.75 की गिरावट आई, गुरुवार को $1.25 की वृद्धि हुई, और शुक्रवार को $4.75 की वृद्धि हुई। शुक्रवार के अंत में शेयर का मूल्य क्या था?",$30.75,$12.25,$29.25,$26.75,$27.75,$31.25,$37.25,$25.75,$33.25,$28.75,2,,math,hi
